STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.6,7.7,7.2,50.0,1.6,2.0,19.0,36.0,2014.0
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,17.15474642,8.993935681,7.39590127,261.0,2.3,1.922773083,5.0,9.0,
1547,"RIVER TALPONA AT CANACONA, GOA",NAN,27.25,7.125,7.55,418.3,1.725,0.45,18.0,106.0,2006.0
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.3,5.9,7.4,269.0,5.1,1.2,34.0,60.0,2014.0
,,,18.55446334,6.711271257999999,7.8647881239999995,135.0,1.8,0.779884694,58.0,130.0,
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,24.8,7.2,7.6,75.0,1.4,1.0,188.0,426.0,2014.0
,,,21.99613569,5.352898231,7.928527285,210.0,2.4,0.838574484,11210.0,14920.0,
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,18.31629946,9.362775402999999,7.115814972999999,18256.0,1.6,2.833942782,23.0,620.0,
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,18.57995565,9.165033261,7.128997782999999,13257.0,1.1,2.695523283,2.0,400.0,
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.4,6.3,7.0,44.0,1.6,0.32,487.0,1876.0,2013.0
NAN,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,,6.9,7.73,85.3,3.233,,,63.0,2005.0
3311,"JAMUNI AT BARIYAGHAT U/S NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,26.8,7.6,8.0,345.0,0.6,0.0,,1.0,
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,21.5,4.1,7.5,1015.0,23.0,6.1,35000.0,57500.0,
1341,NAN,"PAMBA AT THAKAZHY, KERALA",28.0,6.1,6.7,244.0,0.9,0.33,655.0,1113.0,2009.0
3364,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.0,2.1,7.0,286.0,45.6,10.61,51250.0,84500.0,2012.0
NAN,RIVER DHADAR AT KOTHADA,NAN,28.0,3.9,7.92,1039.0,14.847000000000001,1.412,6.0,36.0,2005.0
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",NAN,30.0,9.6,7.6,633.0,,,,30.0,2008.0
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,19.72769908,8.304225691000001,7.186384953999999,425.0,,2.092957984,1666.0,12638.0,
2284,R NEYYAR AT ARUVIPURAM,KERALA,10.97318099,9.967817191,7.097318099,116.0,1.2,4.026819008,7.0,170.0,
1165,"ARKAVATHI AT D/S OF KANAKAPURA TOWN, KARNATAKA",KARNATAKA,27.0,6.9,7.3,1560.0,7.3,9.1,56.0,788.0,
1158,"MANER AT SOMNAPALLI, A.P.",ANDHRA PRADESH,27.0,6.0,8.3,430.0,8.0,0.0,,,
1152,KUNDALIKA AT ROHA CITY,NAN,30.3,6.9,7.5,86.0,3.6,0.4,316.0,582.0,2010.0
1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,116.0,5.0,2013.0
1157,"MANJERA AT RAIPALLU, A.P.",ANDHRA PRADESH,28.3,6.6,8.4,427.0,1.0,1.0,9.0,82.0,
1208,"BHAVANI AT ELACHIVAZHY, KERALA",KERALA,24.7,7.4,7.7,138.0,0.7,0.2,197.0,408.0,
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,10.88787113,9.865445359,7.0887871129999995,145.0,1.5,4.112128867,1183.0,1600.0,
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,22.0,6.2,7.2,67.0,1.9,4.11,12.0,31.0,
3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,,5.0,8.0,,0.7,0.0,,,2013.0
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,15.10570181,9.328875666,7.29738951,76.0,1.2,2.6143256409999998,47.0,136.0,
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.83384273,8.556006477,7.524703977000001,7392.0,2.4,1.018578078,3478.0,4990.0,
1546,KHANDEPAR AT OPA NAN PONDA,GOA,18.89021902,8.710252659,7.479337452999999,1239.0,11.9,1.337051079,50.0,80.0,
2287,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.1,7.4,4429.0,2.0,1.6,243.0,550.0,2014.0
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,20.0,3.3,7.5,1630.0,185.0,1.75,,,2012.0
2941,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 1, RAJASTHAN",RAJASTHAN,22.9,5.6,8.4,591.0,1.1,3.0,4.0,8.0,
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,30.5,6.5,7.3,64.0,1.0,2.6,236.0,420.0,2011.0
1643,"NAGAVALLI AT RAYAGADA D/S, ODISHA",ODISHA,22.8,7.5,8.0,243.0,1.7,0.9,8780.0,30319.0,2014.0
3372,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.70468085,8.321489362000001,7.1852340429999995,84.0,0.9,2.105042553,18.0,544.0,
1400,NAN,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",29.0,5.5,7.8,401.0,1.3,0.21,2.0,5.0,2009.0
1064,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",UTTAR PRADESH,26.9,6.9,8.0,391.0,4.1,0.3,2800.0,5256.0,
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,16.14225107,9.159439727999999,7.347223608999999,1440.0,46.0,2.264490262,164.0,1529.0,
,,,21.99386939,6.79386939,7.612261219,74.0,0.8,0.821648158,170.0,280.0,
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,18.3,7.2,7.2,446.0,2.6,2.6,,,
1571,"KAKKADAVU,  KERALA",NAN,28.0,7.5,6.9,52.0,0.5,0.2,138.0,685.0,2007.0
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.5,5.5,7.4,275.0,1.5,0.1,4698.0,8625.0,2014.0
,,,21.63782182,7.04145212,7.66036303,615.0,8.2,0.803963697,3428.0,5500.0,
17,PERIYAR NEAR ALWAYENANELOOR,NAN,27.4,5.2,6.6,453.0,1.5,0.38,644.0,4613.0,2010.0
1865,RIVER DHADAR AT KOTHADA,GUJARAT,10.5878648,9.50543776,7.05878648,95.0,1.3,4.4121352,4698.0,8625.0,
2728,GOLA RIVER AT HALDWANI,UTTARAKHAND,15.1,7.7,7.6,229.0,1.4,0.0,,,
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,12.40057756,9.771059437,7.16733546,390.0,2.8,3.527305072,,664.0,
2617,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,10.5,9.3,6.9,82.0,0.2,0.3,4.0,8.0,
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.71968298,9.060237761,7.1359841489999996,2759.0,1.4,2.6221664330000003,,,
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.4,5.6,7.5,1269.0,34.5,12.15,22000.0,60000.0,2011.0
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,22.0,7.7,8.1,365.0,1.3,0.75,4.0,88.0,
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300.0,38.0,1.0,388.0,667.0,2013.0
3021,"D/S OF KALINGARAYAN CANAL (B10), ERODE, TAMILNADU",TAMILNADU,27.2,6.4,8.1,481.0,0.9,0.2,22473.0,44153.0,
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,26.0,7.4,7.0,67.0,2.45,0.13,467.0,809.0,2008.0
2445,MAHE RIVER,NAN,28.0,6.3,6.6,425.0,,,,,2010.0
3189,,,10.01728767,8.820745198,7.001728767,19575.0,1.4,4.982712335,,70.0,
1366,"CHAMBAL AT NAGDA D/S, M.P.",MADHYA PRADESH,26.7,1.5,8.2,6485.0,,5.4,,1600.0,
20,,,19.04690921,8.684639841000001,7.486870635,344.0,1.2,1.284168142,0.0,36.0,
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,18.8815891,8.71166332,7.478922552999999,1269.0,34.5,1.339963678,2864.0,4218.0,
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,30.0,6.8,7.1,106.0,1.0,,13.0,137.0,2012.0
3130,RAM REKHA RIVER AT U/S HARINAGAR,BIHAR,23.5,7.2,7.6,299.0,2.2,0.0,1045.0,2750.0,
1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",NAN,27.0,5.2,7.4,120.0,1.4,0.05,203.0,280.0,2007.0
2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,25.1,6.2,8.2,393.0,9.1,2.4,110.0,170.0,
1403,GUMTI AT U/S SOUTH TRIPURA,tripura,28.0,6.5,7.7,146.0,1.6,,302.0,390.0,2010.0
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21.8,4.9,7.3,1267.0,23.5,3.0,24750.0,54250.0,2013.0
2876,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.0,8.2,7.4,170.0,2.2,,,39.0,2012.0
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.8,7.0,6.6,104.0,1.5,0.49,500.0,1000.0,2011.0
1547,RIVER TALPONA AT CANACONA,GOA,18.00586879,9.595598407,7.10029344,234.0,2.0,2.996918885,,212.0,
1341,"PAMBA AT THAKAZHY, KERALA",NAN,26.5,6.867000000000001,6.832999999999999,292.7,0.633,0.575,1900.0,2400.0,2006.0
1885,GHAGGAR AT D/S OF SURAJPUR,HARYANA,,6.8,8.0,414.0,3.1,0.88,,,2012.0
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,28.0,5.1,6.9,1789.0,2.1,0.68,408.0,1946.0,2012.0
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,19.46041182,8.504691135,7.173020591,59.0,1.0,2.233283794,47.0,136.0,
2699,"PENGANGA RIVER AT MEHKAR-BULDANA ROAD BRIDGE, MEHKAR, BULDANA",MAHARASHTRA,25.3,4.9,8.4,966.0,12.8,11.7,133.0,247.0,
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.0,6.8,7.2,170.0,3.1,1.4,,0.0,2014.0
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,20.0,4.9,6.6,834.0,13.1,2.6,2875.0,9500.0,2010.0
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,20.0,5.8,7.4,272.0,0.9,0.73,8.0,382.0,
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.0,5.5,6.9,143.0,1.3,0.09,4100.0,11113.0,2012.0
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.0,6.1,6.9,74.0,1.8,0.19,1074.0,3937.0,2012.0
2672,,,10.85393215,9.824718577999999,7.085393215,201.0,1.6,4.146067852,4573.0,7817.0,
1328,NAN,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",27.0,7.2,6.7,323.0,1.6,0.1,94.0,167.0,2009.0
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,18.10643088,8.838371875,7.441655331000001,533.0,3.7,1.6015795780000002,52.0,609.0,
2334,RIVER PERIYAR AT PATHALAM,KERALA,27.9,5.9,7.0,3272.0,2.2,0.62,330.0,1284.0,2013.0
NAN,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,,6.6,7.47,143.8,4.958,0.667,16.0,358.0,2005.0
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,28.0,,7.215,15580.0,431.5,0.395,7.0,8.0,2006.0
1564,"AYUR, KERALA",NAN,24.0,7.0,69.0,6.4,1.2,0.222,0.222,1400.0,2003.0
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165.0,2.1,0.0,282.0,340.0,2014.0
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,20.0,6.1,7.1,,3.1,0.3,4.0,14.0,2006.0
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",NAN,27.3,6.6,7.0,119.0,2.5,0.33,233.0,374.0,2010.0
,,,21.98282974,5.4771462820000005,7.801112718,88.0,1.03,1.239395692,59.0,155.0,
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,26.333000000000002,6.75,7.3,169.3,1.6669999999999998,,29.0,47.0,2006.0
1162,NAN,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",30.0,7.0,7.0,305.0,1.5,0.1,113.0,191.0,2009.0
2295,R CORAPUZHA AT KANAYANKODE,NAN,28.0,6.2,6.7,2497.0,0.5,0.15,510.0,1100.0,2008.0
2294,,,17.77097976,8.893205231,7.425527872999999,87.0,1.2,1.714794331,363.0,420.0,
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,25.9,7.5,7.9,205.0,1.5,1.0,1615.0,3542.0,2011.0
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,26.0,6.9,7.3,252.0,4.33,1.0,322.0,858.0,2008.0
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,10.38864321,9.266371856000001,7.038864321,130.0,5.0,4.611356786,3243.0,5330.0,
1342,ACHENKOIL AT THUMPAMON,NAN,20.38358041,5.2164195939999995,7.7164195939999995,102.0,4.0,6.7164195939999995,786.0,1400.0,
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,16.5,5.1,7.85,785.0,12.0,1.65,3050.0,36500.0,2006.0
1627,"KIYAMGI, MANIPUR",NAN,27.0,8.2,7.6,176.0,1.9,,,135.0,2008.0
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,11.73989343,8.973989343,7.260984014,74.0,1.5,6.913882769,4.0,8.0,
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24.0,5.1,7.4,1375.0,23.7,5.9,27333.0,50333.0,2014.0
1456,NAN,"RUSHIKULYA AT GANJAM D/S, ORISSA",30.0,7.5,7.9,20786.0,1.3,0.6,613.0,868.0,2009.0
1159,,,10.11291364,8.935496366,7.011291364,194.0,22.4,4.887086362,,,
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,20.6,7.4,7.0,185.0,1.3,3.3,4.0,87.0,
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,11.24066846,8.924066846,7.18610027,55.0,1.8,6.3647353110000005,1033.0,1483.0,
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,313.0,4.0,0.49,49.0,99.0,2011.0
1566,THIRURANGADY,NAN,28.0,6.7,6.6,102.0,0.8,0.12,295.0,900.0,2010.0
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,20.1,5.3,3.3,831.0,7.7,3.2,18.0,36.0,2014.0
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,21.0,6.9,8.2,211.0,2.8,2.12,1400.0,2200.0,2006.0
1340,"MANIMALA  AT KALLOOPARA,",KERALA,18.25304299,9.410217756,7.11265215,5507.0,0.6,2.867152429,864.0,1538.0,
2240,BARAK RIVER AT D/S OF SILCHAR,ASSAM,17.5,6.2,6.8,138.0,1.6,1.3,1255.0,2975.0,
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,29.9,7.0,7.4,130.0,0.7,0.1,301.0,590.0,2014.0
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,11.35872287,8.935872287,7.20380843,2323.0,6.3,6.494595154,202.0,1468.0,
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.0,6.0,7.8,308.0,1.1,1.47,3.0,343.0,2012.0
NAN,"DAMANGANGA AT CIRCUIT HOUSE, SILVASA, DADRA AND NAGAR HAVELI",NAN,,,,,112.0,5.5,1200000.0,6400000.0,2005.0
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164.0,2.8,,,20.0,2011.0
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.62587671,9.130592468,7.131293835,12342.0,1.4,2.6714147280000002,796.0,1460.0,
2051,TLAWNG DOWNSTREAM AIZAWL,NAN,26.0,7.2,7.8,130.0,0.93,0.1,,3.0,2008.0
1861,PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,28.5,5.8,7.7,1315.0,2.5,0.22,1900.0,6800.0,2011.0
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326.0,2.5,2.32,2.0,71.0,2011.0
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,10.39394868,9.272738417000001,7.039394868,267.0,1.0,4.606051319,13.0,248.0,
2661,"DARNA RIVER AT ASWALI ( DARNA DAM), IGATPURI, NASHIK",MAHARASHTRA,21.6,4.7,7.9,262.0,3.4,1.2,33.0,106.0,
3365,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA,19.0,4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,2012.0
1563,"AMARAVILA, KERALA",NAN,27.0,6.5,6.7,72.0,0.8,2.83,30.0,775.0,2008.0
1475,ZUARI AT PANCHAWADI,NAN,29.0,6.5,6.9,1690.0,1.5,0.1,555.0,1331.0,2007.0
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,18.9657107,8.875716977,7.148285535,59.0,0.9,2.493001884,33.0,106.0,
1353,"GOMTI AT JAUNPUR D/S, U.P.",UTTAR PRADESH,22.7,7.7,8.2,323.0,3.3,0.0,11083.0,16333.0,
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,20.0,6.9,223.0,6.3,6.8,,,295.0,2003.0
1563,AMARAVILA,NAN,14.093334900000002,6.265334431,7.872533207999999,18291.0,0.8,17.25754449,90.0,130.0,
2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA, RAJASTHAN",RAJASTHAN,25.6,5.4,8.0,489.0,0.9,0.6,4.0,7.0,
2575,"SIKRAHNA RIVER AT LAL PARSE, BITTIAH",BIHAR,22.4,6.5,7.5,319.0,3.5,0.0,1900.0,5025.0,
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,25.1,7.4,7.0,35.0,0.1,0.0,165.0,409.0,2014.0
2459,DAMANGANGA AT ZUARI CAUSE WAY BRIDGE,"DAMAN, DIU, DADRA NAGAR HAVELI",18.77674998,9.017437516000001,7.138837499,73.0,1.7,2.592206261,783.0,12400.0,
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.0,6.5,8.0,168.0,4.2,0.99,488.0,616.0,2012.0
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.9,7.0,6.9,64.0,1.1,0.09,1641.0,2841.0,2013.0
1167,"BHIMA AT D/S OF BDG. NEAR YADGIR,KARNATAKA",KARNATAKA,29.6,7.6,8.1,834.0,2.1,0.2,1183.0,1600.0,
2306,R UPPALA AT  UPPALA BR.,NAN,27.0,7.3,6.5,64.0,1.4,0.5,1280.0,2850.0,2008.0
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7.0,8.3,162.0,3.8,0.48,44.0,90.0,2011.0
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.2,6.5,7.0,42.0,1.4,1.0,249.0,1221.0,2013.0
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA",NAN,26.0,7.7,280.0,6.6,5.7,0.9940000000000001,0.9940000000000001,223.0,2003.0
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.0,6.6,7.8,165.0,1.6,,268.0,316.0,2012.0
1571,"KAKKADAVU,  KERALA",NAN,28.0,7.0329999999999995,7.0329999999999995,241.0,0.267,0.23199999999999998,345.0,1260.0,2006.0
,,,21.0,5.9,7.713918381,1314.0,1.7,3.3536612480000003,13.0,82.0,
1563,R NEYYAR AT AMARAVILA,KERALA,14.83840566,9.372568305,7.284538734,47.0,1.0,2.7045380889999997,7.0,363.0,
1926,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.0,8.1,8.0,244.0,2.4,,,73.0,2012.0
1448,NAN,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",28.0,7.0,7.5,226.0,1.1,2.3,3.0,83.0,2009.0
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,19.59999692,8.40000231,7.179999846,1204.0,1.2,2.160001617,927.0,1542.0,
3186,RIVER MANDOVI AT IFFI JETTY,GOA,29.9,6.2,7.8,44.0,2.0,0.06,9429.0,9320.0,2013.0
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,22.0,6.8,7.6,131.0,0.9,0.81,26.0,364.0,
,,,21.88117806,5.489852742999999,7.689295866,94.0,1.27,1.117413672,44.0,117.0,
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,29.2,6.1,7.6,281.0,1.2,0.7,384.0,718.0,2014.0
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.5,7.2,7.5,119.0,2.3,3.8,33.0,74.0,2014.0
2296,,,10.59937147,8.859937147,7.089905721,45.0,1.4,5.659308618,2.0,1450.0,
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,19.66741215,8.349440889,7.1833706070000005,599.0,534.5,2.124608622,4.0,87.0,
1096,"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",MAHARASHTRA,26.3,5.6,7.7,385.0,3.8,1.0,110.0,292.0,
,,,19.35916896,6.048581727,8.067958447999999,266.0,1.83,9.528749635,183.0,273.0,
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,20.0,7.5,7.3,813.0,7.5,3.3,,,
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,27.0,6.8,7.6,749.0,2.25,0.36,424.0,699.0,2008.0
1476,"MANDOVI AT TONCA, MARCELA",NAN,28.8,6.4,6.4,188.0,2.0,0.44,15.0,153.0,2010.0
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.7,7.4,7.1,49.0,1.7,2.44,19.0,42.0,2013.0
NAN,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,28.0,6.3,7.58,379.8,6.7,1.575,1640.0,4963.0,2005.0
,,,22.0,7.859641945,7.9,66.0,2.0,0.290358055,,313.0,
2361,"GODAVARI  AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,31.0,6.9,9.0,526.0,12.0,0.0,130.0,285.0,
1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,26.0,5.4,6.2,47.0,0.7,0.5,1250.0,1825.0,2007.0
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105.0,3.6,1.0,43.0,89.0,2013.0
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,27.785999999999998,7.075,7.25,107.3,0.988,0.369,238.0,384.0,2006.0
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,28.0,7.2,6.8,58.0,1.5,0.3,173.0,556.0,2007.0
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,10.92430043,8.892430043,7.138645065,265.0,2.4,6.0167304779999995,13.0,102.0,
1885,GHAGGAR AT D/S OF SURAJPUR,NAN,,6.5,8.4,240.0,2.7,0.62,,,2010.0
,,,20.05287649,7.078849402,7.731725896,55.0,1.1,0.378071076,,212.0,
2673,"MANJRA RIVER AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE AT BHATKHEDA, LATUR.",MAHARASHTRA,26.3,6.6,7.9,1610.0,4.7,0.4,2.0,107.0,
2655,"BHIMA RIVER AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE",MAHARASHTRA,24.4,5.8,8.1,523.0,5.7,2.1,164.0,1529.0,
,,,21.0,6.041625014,7.8,572.0,0.5,2.9583749860000004,558.0,1040.0,
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",NAN,20.0,5.9,7.2,478.0,16.3,2.05,187.0,1675.0,
1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,30.4,7.6,7.1,58.0,1.2,0.1,163.0,961.0,2014.0
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,30.0,5.2,6.9,81.0,1.5,0.37,71.0,465.0,2012.0
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25.0,5.4,7.3,809.0,10.0,4.2,4278.0,8975.0,2011.0
1400,,,21.4,8.3,7.6,59.0,1.3,0.49,14.0,35.0,
1818,GANGA AT MUNGER,BIHAR,23.9,7.6,7.8,268.0,2.4,0.0,1622.0,4411.0,
2160,"GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",MAHARASHTRA,29.2,6.2,7.9,749.0,3.5,1.75,2.0,80.0,
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,25.0,4.8,7.5,20360.0,8.8,0.2,23.0,65.0,2007.0
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,19.63272674,8.375454947,7.1816363370000005,59.0,0.8,2.1428184630000002,867.0,1542.0,
1339,MEENACHIL AT KIDANGOOR,KERALA,26.0,6.8,7.1,58.0,0.7,0.46,2010.0,3460.0,2012.0
1570,"HOSDURG, KERALA",NAN,29.5,6.332999999999999,7.167000000000001,24535.7,0.7,0.332,140.0,447.0,2006.0
18,"PERIYAR AT KALADY, KERALA",NAN,27.0,7.5,6.8,32.0,0.8,0.3,200.0,738.0,2007.0
